,year,month,day,hour,barometricPressure,radiation
249,2016,09,12,07,30.49666666666667,281.44666666666666
250,2016,09,12,08,30.508181818181814,544.8809090909091
251,2016,09,12,09,30.5175,761.5041666666667
252,2016,09,12,10,30.52083333333333,895.71
253,2016,09,12,11,30.514166666666664,492.60833333333335
254,2016,09,12,12,30.497272727272726,175.14363636363635
255,2016,09,12,13,30.478181818181817,223.94272727272727
256,2016,09,12,14,30.465000000000003,160.1825
257,2016,09,12,15,30.459999999999997,52.63333333333333
258,2016,09,12,16,30.464999999999993,48.11083333333334
259,2016,09,12,17,30.462500000000002,34.97666666666667
260,2016,09,12,18,30.470833333333342,4.8625
261,2016,09,12,19,30.48333333333333,1.9041666666666666
262,2016,09,12,20,30.49166666666667,2.271666666666666
263,2016,09,12,21,30.505,2.0875
264,2016,09,12,22,30.502499999999998,1.8091666666666668
265,2016,09,12,23,30.492500000000003,1.8591666666666666
266,2016,09,13,00,30.481250000000003,2.0187500000000003
267,2016,09,13,01,30.455833333333334,2.141666666666666
268,2016,09,13,02,30.440909090909088,2.899090909090909
269,2016,09,13,03,30.4325,2.3858333333333337
270,2016,09,13,04,30.42916666666667,2.231666666666667
271,2016,09,13,05,30.43416666666667,2.9391666666666665
272,2016,09,13,06,30.433333333333337,25.284999999999997
273,2016,09,13,07,30.44333333333333,190.38333333333324
274,2016,09,13,08,30.459999999999997,389.90916666666675
275,2016,09,13,09,30.47000000000001,479.27000000000004
276,2016,09,13,10,30.47000000000001,931.43
277,2016,09,13,11,30.46,1027.411818181818
278,2016,09,13,12,30.44416666666666,474.3958333333333
279,2016,09,13,13,30.419166666666673,161.73916666666668
280,2016,09,13,14,30.40666666666667,90.37416666666668
281,2016,09,13,15,30.399999999999995,365.1675
282,2016,09,13,16,30.399999999999995,149.28666666666666
283,2016,09,13,17,30.400833333333328,49.2225
284,2016,09,13,18,30.415000000000006,3.888333333333333
285,2016,09,13,19,30.428333333333338,1.9583333333333337
286,2016,09,13,20,30.436666666666667,2.5533333333333332
287,2016,09,13,21,30.45454545454545,2.975454545454545
288,2016,09,13,22,30.450833333333325,2.106666666666667
289,2016,09,13,23,30.451666666666664,2.5524999999999998
290,2016,09,14,00,30.431250000000002,2.1625
291,2016,09,14,01,30.416666666666675,2.3358333333333334
292,2016,09,14,02,30.402500000000007,2.9975
293,2016,09,14,03,30.38999999999999,2.0945454545454543
294,2016,09,14,04,30.38999999999999,2.4441666666666664
295,2016,09,14,05,30.39833333333333,3.2158333333333338
296,2016,09,14,06,30.403333333333325,15.0075
297,2016,09,14,07,30.415833333333342,279.78916666666663
298,2016,09,14,08,30.4425,559.5316666666666
299,2016,09,14,09,30.45333333333333,611.1658333333334
300,2016,09,14,10,30.465833333333336,469.695
301,2016,09,14,11,30.45583333333333,464.18249999999995
302,2016,09,14,12,30.441666666666663,520.1016666666667
303,2016,09,14,13,30.422500000000003,310.945
304,2016,09,14,14,30.409166666666668,177.02333333333334
305,2016,09,14,15,30.410000000000007,318.0825
306,2016,09,14,16,30.404166666666672,243.42583333333332
307,2016,09,14,17,30.403333333333325,56.00083333333333
308,2016,09,14,18,30.416666666666675,4.285833333333334
309,2016,09,14,19,30.441666666666666,1.5283333333333333
310,2016,09,14,20,30.4575,1.2341666666666666
311,2016,09,14,21,30.46,1.2354545454545456
312,2016,09,14,22,30.461666666666662,1.2333333333333336
313,2016,09,14,23,30.44916666666666,1.2341666666666666
314,2016,09,15,00,30.438888888888886,1.2366666666666668
315,2016,09,15,01,30.426666666666673,1.2308333333333334
316,2016,09,15,02,30.425833333333333,1.2300000000000002
317,2016,09,15,03,30.404166666666658,1.2316666666666667
318,2016,09,15,04,30.414166666666674,1.2208333333333334
319,2016,09,15,05,30.410000000000007,1.2266666666666666
320,2016,09,15,06,30.425000000000008,8.464999999999998
321,2016,09,15,07,30.433333333333337,58.80833333333334
322,2016,09,15,08,30.453333333333333,46.07666666666666
323,2016,09,15,09,30.468333333333344,105.80000000000001
324,2016,09,15,10,30.467499999999998,190.19625000000002
325,2016,09,15,11,30.46666666666667,63.699999999999996
326,2016,09,15,12,30.46,67.75
327,2016,09,15,13,30.442500000000003,85.3825
328,2016,09,15,14,30.43,83.62
329,2016,09,15,15,30.423333333333336,163.51333333333335
330,2016,09,15,16,30.41,55.26333333333334
331,2016,09,16,07,30.448,198.71400000000003
332,2016,09,16,08,30.47,407.928
333,2016,09,16,09,30.487272727272735,433.6627272727273
334,2016,09,16,10,30.4875,723.4608333333334
335,2016,09,16,11,30.47916666666667,659.9925000000001
336,2016,09,16,12,30.47,1111.0116666666665
337,2016,09,16,13,30.459999999999997,444.7766666666667
338,2016,09,16,14,30.44916666666666,301.6925
339,2016,09,16,15,30.433333333333334,486.9650000000001
340,2016,09,16,16,30.43777777777778,347.8944444444444
341,2016,09,16,17,30.436666666666667,176.11916666666664
342,2016,09,16,18,30.45,12.866666666666667
343,2016,09,16,19,30.465833333333325,1.2525000000000002
344,2016,09,16,20,30.472500000000007,1.241666666666667
345,2016,09,16,21,30.480833333333337,1.2425000000000002
346,2016,09,16,22,30.480000000000004,1.2474999999999998
347,2016,09,16,23,30.479166666666668,1.2408333333333332
348,2016,09,17,00,30.473749999999995,1.25625
349,2016,09,17,01,30.459166666666675,1.2508333333333335
350,2016,09,17,02,30.449999999999992,1.2383333333333335
351,2016,09,17,03,30.44,1.2441666666666666
352,2016,09,17,04,30.441666666666666,1.2408333333333332
353,2016,09,17,05,30.449999999999992,1.2308333333333332
354,2016,09,17,06,30.46454545454545,25.370909090909084
355,2016,09,17,07,30.472727272727276,116.0881818181818
356,2016,09,17,08,30.48416666666667,292.925
357,2016,09,17,09,30.490000000000006,477.40583333333325
358,2016,09,17,10,30.490833333333338,492.72666666666663
359,2016,09,17,11,30.48833333333334,466.9775
360,2016,09,17,12,30.479166666666668,721.0583333333334
361,2016,09,17,13,30.46666666666667,677.1741666666667
362,2016,09,17,14,30.456666666666663,494.46000000000004
363,2016,09,17,15,30.449999999999992,452.89916666666676
364,2016,09,17,16,30.449999999999992,251.62250000000003
365,2016,09,17,17,30.452499999999997,113.08666666666666
366,2016,09,17,18,30.459999999999997,5.59
367,2016,09,17,19,30.4675,1.2391666666666667
368,2016,09,17,20,30.479166666666668,1.2466666666666668
369,2016,09,17,21,30.49166666666667,1.2491666666666665
370,2016,09,17,22,30.490000000000006,1.2550000000000001
371,2016,09,17,23,30.487272727272728,1.2354545454545454
372,2016,09,18,00,30.473000000000003,1.237
373,2016,09,18,01,30.462500000000006,1.2383333333333335
374,2016,09,18,02,30.449090909090902,1.2381818181818185
375,2016,09,18,03,30.439090909090908,1.2536363636363637
376,2016,09,18,04,30.430000000000003,1.241818181818182
377,2016,09,18,05,30.433333333333337,1.2408333333333335
378,2016,09,18,06,30.44,11.563333333333334
379,2016,09,18,07,30.45454545454545,262.6009090909091
380,2016,09,18,08,30.472500000000007,539.1708333333335
381,2016,09,18,09,30.480000000000004,754.0575
382,2016,09,18,10,30.480909090909094,916.1990909090908
383,2016,09,18,11,30.478181818181817,1009.3663636363636
384,2016,09,18,12,30.463636363636365,1034.9627272727273
385,2016,09,18,13,30.44916666666666,975.0308333333334
386,2016,09,18,14,30.436666666666667,499.4266666666667
387,2016,09,18,15,30.426363636363643,190.11909090909091
388,2016,09,18,16,30.420000000000012,116.23272727272727
389,2016,09,18,17,30.420000000000012,62.32333333333333
390,2016,09,18,18,30.429090909090913,5.871818181818182
391,2016,09,18,19,30.436666666666667,1.2566666666666666
392,2016,09,18,20,30.454166666666662,1.2533333333333334
393,2016,09,18,21,30.468333333333334,1.255
394,2016,09,18,22,30.465454545454545,1.2427272727272727
395,2016,09,18,23,30.459999999999997,1.24
396,2016,09,19,00,30.451428571428572,1.242857142857143
397,2016,09,19,01,30.432727272727277,1.2400000000000002
398,2016,09,19,02,30.420000000000012,1.2372727272727273
399,2016,09,19,03,30.41083333333334,1.2266666666666668
400,2016,09,19,04,30.410000000000007,1.2225
401,2016,09,19,05,30.418333333333347,1.2300000000000002
402,2016,09,19,06,30.423333333333343,18.72
403,2016,09,19,07,30.432500000000005,274.1775
404,2016,09,19,08,30.446666666666662,561.0916666666667
405,2016,09,19,09,30.449999999999996,774.293
406,2016,09,19,10,30.449999999999992,947.2075
407,2016,09,19,11,30.446666666666662,1047.2891666666667
408,2016,09,19,12,30.435833333333335,1065.9750000000001
409,2016,09,19,13,30.42250000000001,982.2641666666665
410,2016,09,19,14,30.41083333333334,900.7541666666666
411,2016,09,19,15,30.402500000000003,657.5516666666666
412,2016,09,19,16,30.399999999999995,384.91666666666674
413,2016,09,19,17,30.40090909090909,200.11636363636364
414,2016,09,19,18,30.410000000000007,7.414166666666667
415,2016,09,19,19,30.423636363636373,1.2463636363636363
416,2016,09,19,20,30.432500000000005,1.2441666666666666
417,2016,09,19,21,30.44,1.2541666666666667
418,2016,09,19,22,30.439,1.242
419,2016,09,19,23,30.430833333333336,1.2458333333333333
420,2016,09,20,00,30.421250000000008,1.2349999999999999
421,2016,09,20,01,30.410000000000007,1.2316666666666667
422,2016,09,20,02,30.400833333333335,1.2433333333333334
423,2016,09,20,03,30.390833333333322,1.2291666666666667
424,2016,09,20,04,30.38999999999999,1.225
425,2016,09,20,05,30.38999999999999,1.2258333333333333
426,2016,09,20,06,30.399166666666662,12.1175
427,2016,09,20,07,30.404166666666665,287.11000000000007
428,2016,09,20,08,30.418333333333347,562.3658333333334
429,2016,09,20,09,30.420000000000012,779.4433333333335
430,2016,09,20,10,30.427500000000006,915.1683333333334
431,2016,09,20,11,30.419166666666673,1028.335
432,2016,09,20,12,30.405833333333337,1054.5816666666667
433,2016,09,20,13,30.390833333333322,991.9966666666666
434,2016,09,20,14,30.382499999999997,761.5175
435,2016,09,20,15,30.38,445.1775
436,2016,09,20,16,30.38,195.47749999999996
437,2016,09,20,17,30.38,63.83727272727273
438,2016,09,20,18,30.389166666666657,4.441666666666667
439,2016,09,20,19,30.39833333333333,1.2216666666666665
440,2016,09,20,20,30.416666666666682,1.2325
441,2016,09,20,21,30.428333333333338,1.235
442,2016,09,20,22,30.420833333333338,1.2241666666666668
443,2016,09,20,23,30.41083333333334,1.2358333333333333
444,2016,09,21,00,30.395999999999997,1.212
445,2016,09,21,01,30.38999999999999,1.2225000000000001
446,2016,09,21,02,30.38333333333333,1.2091666666666665
447,2016,09,21,03,30.375833333333333,1.2066666666666666
448,2016,09,21,04,30.372500000000002,1.2241666666666668
449,2016,09,21,05,30.38666666666666,1.2183333333333333
450,2016,09,21,06,30.38999999999999,12.138333333333334
451,2016,09,21,07,30.402499999999993,274.9375
452,2016,09,21,08,30.417500000000008,491.22166666666664
453,2016,09,21,09,30.426666666666673,726.6083333333335
454,2016,09,21,10,30.427272727272733,894.069090909091
455,2016,09,21,11,30.423636363636373,932.3318181818181
456,2016,09,21,12,30.41083333333334,839.6366666666667
457,2016,09,21,13,30.39666666666666,942.1966666666667
458,2016,09,21,14,30.38727272727272,762.9518181818181
459,2016,09,21,15,30.38,683.8641666666666
460,2016,09,21,16,30.38181818181818,341.40636363636366
461,2016,09,21,17,30.389166666666657,87.72166666666665
462,2016,09,21,18,30.38999999999999,5.740833333333334
463,2016,09,21,19,30.400833333333328,1.2441666666666669
464,2016,09,21,20,30.411666666666672,1.2250000000000003
465,2016,09,21,21,30.420000000000012,1.2341666666666669
466,2016,09,21,22,30.41833333333334,1.2266666666666668
467,2016,09,21,23,30.410000000000007,1.2383333333333335
468,2016,09,22,00,30.410000000000004,1.2209999999999999
469,2016,09,22,01,30.394999999999992,1.2266666666666668
470,2016,09,22,02,30.38999999999999,1.2266666666666668
471,2016,09,22,03,30.38,1.2133333333333332
472,2016,09,22,04,30.38,1.2
473,2016,09,22,05,30.384999999999994,1.218333333333333
474,2016,09,22,06,30.399166666666662,11.649166666666668
475,2016,09,22,07,30.406666666666663,281.3341666666667
476,2016,09,22,08,30.426666666666673,557.2808333333334
477,2016,09,22,09,30.433333333333337,772.0041666666666
478,2016,09,22,10,30.43916666666667,931.6408333333334
479,2016,09,22,11,30.435833333333335,1026.3700000000001
480,2016,09,22,12,30.421666666666678,1046.3066666666668
481,2016,09,22,13,30.411818181818184,997.93
482,2016,09,22,14,30.406666666666666,869.7708333333334
483,2016,09,22,15,30.403333333333332,672.0166666666667
484,2016,09,22,16,30.410000000000007,437.8975
485,2016,09,22,17,30.414166666666674,164.40166666666667
486,2016,09,22,18,30.423333333333343,5.213333333333334
487,2016,09,22,19,30.44181818181818,1.240909090909091
488,2016,09,22,20,30.452499999999997,1.235
489,2016,09,22,21,30.459999999999997,1.258333333333333
490,2016,09,22,22,30.461666666666662,1.2508333333333332
491,2016,09,22,23,30.459166666666665,1.2366666666666668
492,2016,09,23,00,30.44545454545454,1.241818181818182
493,2016,09,23,01,30.435000000000002,1.2449999999999999
494,2016,09,23,02,30.423333333333343,1.2358333333333336
495,2016,09,23,03,30.420000000000012,1.2366666666666668
496,2016,09,23,04,30.420000000000012,1.245
497,2016,09,23,05,30.428333333333338,1.2425
498,2016,09,23,06,30.43916666666667,10.6875
499,2016,09,23,07,30.449999999999992,95.17916666666666
500,2016,09,23,08,30.463333333333328,215.28
501,2016,09,23,09,30.47000000000001,498.5833333333333
502,2016,09,23,10,30.47000000000001,879.0558333333333
503,2016,09,23,11,30.459999999999997,667.0383333333333
504,2016,09,23,12,30.446666666666662,403.5983333333333
505,2016,09,23,13,30.433333333333337,246.16666666666666
506,2016,09,23,14,30.416666666666675,185.3908333333333
507,2016,09,23,15,30.41083333333334,98.50916666666667
508,2016,09,23,16,30.423333333333343,33.41166666666667
509,2016,09,23,17,30.435833333333335,12.580833333333333
510,2016,09,23,18,30.450833333333325,1.5916666666666668
511,2016,09,23,19,30.465833333333325,1.2575
512,2016,09,23,20,30.48166666666667,1.2458333333333333
513,2016,09,23,21,30.490000000000006,1.2458333333333333
514,2016,09,23,22,30.490000000000006,1.2441666666666666
515,2016,09,23,23,30.4825,1.2441666666666669
516,2016,09,24,00,30.48,1.24
517,2016,09,24,01,30.464545454545455,1.2400000000000002
518,2016,09,24,02,30.44916666666666,1.235
519,2016,09,24,03,30.44,1.2408333333333335
520,2016,09,24,04,30.44,1.2325000000000002
521,2016,09,24,05,30.44,1.2208333333333334
522,2016,09,24,06,30.450833333333332,15.284166666666664
523,2016,09,24,07,30.466666666666665,250.2733333333333
524,2016,09,24,08,30.4825,512.4708333333333
525,2016,09,24,09,30.490000000000006,741.6858333333333
526,2016,09,24,10,30.48833333333334,850.2016666666667
527,2016,09,24,11,30.478333333333335,765.1766666666666
528,2016,09,24,12,30.46666666666667,351.12500000000006
529,2016,09,24,13,30.454999999999995,248.64249999999996
530,2016,09,24,14,30.441666666666666,135.49666666666667
531,2016,09,24,15,30.44,415.4741666666667
532,2016,09,24,16,30.440833333333334,98.51916666666666
